"Index","AMAZ.Open","AMAZ.High","AMAZ.Low","AMAZ.Close","AMAZ.Volume"
2009-07-30,NA,NA,NA,0.4,0
2009-07-31,0.31,0.31,0.31,0.31,62
2009-08-03,0.32,0.4,0.32,0.4,62
2009-08-04,0.32,0.39,0.2,0.39,3319
2009-08-05,NA,NA,NA,0.39,0
2009-08-06,0.39,1.2,0.32,0.8,11688
2009-08-07,0.78,0.78,0.4,0.76,175
2009-08-10,0.56,0.76,0.56,0.76,400
2009-08-11,0.44,0.44,0.2,0.24,10612
2009-08-12,0.32,0.32,0.32,0.32,412
2009-08-13,NA,NA,NA,0.32,0
2009-08-14,0.32,0.76,0.32,0.64,1928
2009-08-17,0.6,0.6,0.6,0.6,388
2009-08-18,NA,NA,NA,0.6,0
2009-08-19,0.6,0.6,0.5,0.5,625
2009-08-20,0.4,0.4,0.4,0.4,250
2009-08-21,NA,NA,NA,0.4,0
2009-08-24,NA,NA,NA,0.4,0
2009-08-25,0.4,0.4,0.32,0.32,1250
2009-08-26,NA,NA,NA,0.32,0
2009-08-27,0.4,0.4,0.4,0.4,250
2009-08-28,NA,NA,NA,0.4,0
2009-08-31,0.4,0.4,0.4,0.4,100
2009-09-01,NA,NA,NA,0.4,0
2009-09-02,NA,NA,NA,0.4,0
2009-09-03,NA,NA,NA,0.4,0
2009-09-04,NA,NA,NA,0.4,0
2009-09-08,NA,NA,NA,0.4,0
2009-09-09,0.4,0.4,0.4,0.4,4500
2009-09-10,NA,NA,NA,0.4,0
2009-09-11,0.4,0.4,0.4,0.4,2975
2009-09-14,0.4,0.4,0.4,0.4,250
2009-09-15,NA,NA,NA,0.4,0
2009-09-16,0.6,0.6,0.6,0.6,4100
2009-09-17,0.6,0.6,0.6,0.6,162
2009-09-18,0.52,0.52,0.52,0.52,1250
2009-09-21,0.48,0.52,0.48,0.52,538
2009-09-22,0.52,0.52,0.52,0.52,700
2009-09-23,0.52,0.52,0.52,0.52,3068
2009-09-24,0.44,0.44,0.44,0.44,1042
2009-09-25,0.44,0.44,0.44,0.44,250
2009-09-28,NA,NA,NA,0.44,0
2009-09-29,0.52,0.52,0.4,0.4,1625
2009-09-30,0.52,0.6,0.4,0.6,5510
2009-10-01,0.68,0.68,0.6,0.6,8218
2009-10-02,0.6,0.6,0.6,0.6,110
2009-10-05,NA,NA,NA,0.6,0
2009-10-06,NA,NA,NA,0.6,0
2009-10-07,0.64,0.64,0.64,0.64,1244
2009-10-08,0.64,1.4,0.6,1.04,15460
2009-10-09,1.04,1.04,0.64,0.96,12788
2009-10-12,0.96,1.68,0.94,1.48,26397
2009-10-13,1.59,2.8,1.2,2.2,29039
2009-10-14,2,2.2,1.6,2.04,10058
2009-10-15,1.96,2,1.4,1.4,7127
2009-10-16,1.4,1.68,1.4,1.52,5296
2009-10-19,1.6,1.6,1.52,1.52,9080
2009-10-20,1.6,1.6,1.24,1.24,1525
2009-10-21,1.24,1.6,1.24,1.4,9540
2009-10-22,1.52,1.56,1.2,1.2,8525
2009-10-23,1.4,1.56,1.2,1.56,9375
2009-10-26,1.56,1.56,1.4,1.48,3640
2009-10-27,1.48,1.56,1.2,1.2,7038
2009-10-28,1.2,1.2,0.96,1.16,10048
2009-10-29,1.04,1.2,0.94,1.2,5776
2009-10-30,1.2,1.2,1,1.12,3656
2009-11-02,1.18,1.2,0.92,1.2,2241
2009-11-03,0.92,1.06,0.86,1.04,2000
2009-11-04,0.86,1.06,0.8,1,7667
2009-11-05,1,1.04,1,1,7150
2009-11-06,1.04,1.04,0.84,1.04,385
2009-11-09,1.04,1.12,1,1,5020
2009-11-10,1,1.4,1,1.38,550
2009-11-11,1.2,1.4,1.2,1.28,5803
2009-11-12,1.28,1.28,1.28,1.28,325
2009-11-13,1.36,1.4,1.2,1.32,1854
2009-11-16,1.32,1.6,1.2,1.52,68900
2009-11-17,1.52,1.6,1.28,1.52,47351
2009-11-18,1.52,1.56,1.24,1.48,9520
2009-11-19,1.52,1.56,1.36,1.52,19943
2009-11-20,1.56,1.56,1.36,1.56,7110
2009-11-23,1.56,1.56,1.36,1.48,15928
2009-11-24,1.48,1.48,1.32,1.4,2467
2009-11-25,1.4,1.56,1.4,1.56,2625
2009-11-27,1.32,1.52,1.28,1.52,5275
2009-11-30,1.32,1.52,1.24,1.44,2458
2009-12-01,1.44,1.44,1.28,1.44,5999
2009-12-02,1.4,1.56,1.28,1.56,3900
2009-12-03,1.28,1.44,1.28,1.44,4011
2009-12-04,1.28,1.56,1.28,1.52,6000
2009-12-07,1.28,1.52,1.28,1.28,3341
2009-12-08,1.32,1.32,1.12,1.2,4000
2009-12-09,1.2,1.2,1.12,1.12,3000
2009-12-10,1,1.12,1,1.04,3450
2009-12-11,1,1,0.9,0.9,5212
2009-12-14,1.16,1.16,0.88,0.92,2825
2009-12-15,0.92,1,0.84,1,4512
2009-12-16,1,1,1,1,425
2009-12-17,NA,NA,NA,1,0
2009-12-18,1,1.02,1,1.02,812
2009-12-21,1.08,1.08,0.94,1.08,2425
2009-12-22,0.96,1.08,0.88,1.08,1050
2009-12-23,1.08,1.08,1.08,1.08,750
2009-12-24,NA,NA,NA,1.08,0
2009-12-28,1.08,1.08,0.86,1.08,450
2009-12-29,0.88,1.08,0.8,1.08,2638
2009-12-30,0.84,1,0.64,1,2512
2009-12-31,1,1,0.8,0.9,2404
2010-01-04,0.8,0.8,0.8,0.8,1125
2010-01-05,0.8,0.96,0.8,0.96,1872
2010-01-06,0.96,0.96,0.96,0.96,3725
2010-01-07,0.9,0.96,0.9,0.96,1297
2010-01-08,0.96,0.96,0.96,0.96,100
2010-01-11,NA,NA,NA,0.96,0
2010-01-12,0.96,0.96,0.8,0.8,2222
2010-01-13,0.88,1.12,0.88,1.12,575
2010-01-14,NA,NA,NA,1.12,0
2010-01-15,NA,NA,NA,1.12,0
2010-01-19,0.88,1.12,0.88,1.12,150
2010-01-20,NA,NA,NA,1.12,0
2010-01-21,0.88,1.08,0.88,0.88,2342
2010-01-22,1.12,1.12,1.12,1.12,62
2010-01-25,NA,NA,NA,1.12,0
2010-01-26,1.12,1.12,1.12,1.12,100
2010-01-27,0.88,1.12,0.88,1.12,762
2010-01-28,1.12,1.16,0.92,1.16,1408
2010-01-29,1.16,1.16,1.16,1.16,80
2010-02-01,1,1,1,1,1250
2010-02-02,1,1.16,1,1,1562
2010-02-03,0.88,1,0.88,1,5226
2010-02-04,1,1.08,1,1,5401
2010-02-05,1.16,1.16,1.16,1.16,9
2010-02-08,1,1,1,1,250
2010-02-09,1,1.08,0.84,0.84,9025
2010-02-10,0.88,0.88,0.8,0.8,4215
2010-02-11,0.8,0.8,0.66,0.68,1930
2010-02-12,0.76,0.76,0.64,0.64,1125
2010-02-16,1.2,1.2,0.8,0.8,175
2010-02-17,0.8,0.8,0.8,0.8,138
2010-02-18,0.8,0.8,0.8,0.8,2536
2010-02-19,0.8,0.8,0.8,0.8,3000
2010-02-22,0.8,0.8,0.8,0.8,31
2010-02-23,0.8,0.8,0.8,0.8,150
2010-02-24,1,1,1,1,153
2010-02-25,NA,NA,NA,1,0
2010-02-26,0.64,0.64,0.64,0.64,50
2010-03-01,0.84,0.84,0.84,0.84,25
2010-03-02,0.76,0.76,0.76,0.76,25
2010-03-03,NA,NA,NA,0.76,0
2010-03-04,0.84,0.84,0.84,0.84,750
2010-03-05,0.8,0.8,0.8,0.8,125
2010-03-08,0.8,0.88,0.8,0.88,1250
2010-03-09,0.84,0.84,0.84,0.84,125
2010-03-10,0.88,0.88,0.64,0.64,1725
2010-03-11,NA,NA,NA,0.64,0
2010-03-12,NA,NA,NA,0.64,0
2010-03-15,0.84,0.84,0.84,0.84,25
2010-03-16,NA,NA,NA,0.84,0
2010-03-17,1,1,1,1,100
2010-03-18,NA,NA,NA,1,0
2010-03-19,1,1,1,1,100
2010-03-22,1,1,0.64,0.66,175
2010-03-23,NA,NA,NA,0.66,0
2010-03-24,0.68,0.68,0.68,0.68,3150
2010-03-25,0.68,0.68,0.68,0.68,475
2010-03-26,NA,NA,NA,0.68,0
2010-03-29,0.8,0.8,0.76,0.76,2162
2010-03-30,0.88,0.88,0.88,0.88,150
2010-03-31,0.88,0.88,0.88,0.88,250
2010-04-01,0.76,0.88,0.76,0.88,275
2010-04-05,0.88,0.88,0.88,0.88,762
2010-04-06,NA,NA,NA,0.88,0
2010-04-07,0.8,0.8,0.6,0.8,8375
2010-04-08,0.8,0.8,0.64,0.64,875
2010-04-09,NA,NA,NA,0.64,0
2010-04-12,0.68,0.68,0.68,0.68,275
2010-04-13,NA,NA,NA,0.68,0
2010-04-14,0.68,0.74,0.68,0.68,2352
2010-04-15,0.72,0.72,0.6,0.6,2725
2010-04-16,NA,NA,NA,0.6,0
2010-04-19,NA,NA,NA,0.6,0
2010-04-20,0.71,0.71,0.71,0.71,250
2010-04-21,0.71,0.72,0.71,0.72,422
2010-04-22,NA,NA,NA,0.72,0
2010-04-23,0.72,0.72,0.72,0.72,250
2010-04-26,0.72,0.72,0.72,0.72,250
2010-04-27,0.66,0.66,0.66,0.66,125
2010-04-28,0.68,0.72,0.68,0.68,1105
2010-04-29,NA,NA,NA,0.68,0
2010-04-30,0.68,0.72,0.68,0.72,1675
2010-05-03,0.72,0.72,0.72,0.72,88
2010-05-04,0.72,0.72,0.72,0.72,16
2010-05-05,0.72,0.72,0.72,0.72,125
2010-05-06,NA,NA,NA,0.72,0
2010-05-07,0.6,0.6,0.6,0.6,250
2010-05-10,0.6,0.8,0.6,0.8,1440
2010-05-11,NA,NA,NA,0.8,0
2010-05-12,NA,NA,NA,0.8,0
2010-05-13,0.7,0.7,0.6,0.6,2625
2010-05-14,0.8,0.8,0.6,0.6,631
2010-05-17,NA,NA,NA,0.6,0
2010-05-18,NA,NA,NA,0.6,0
2010-05-19,0.64,0.8,0.64,0.8,1100
2010-05-20,1,1,0.8,0.8,756
2010-05-21,NA,NA,NA,0.8,0
2010-05-24,NA,NA,NA,0.8,0
2010-05-25,0.6,0.6,0.6,0.6,125
2010-05-26,NA,NA,NA,0.6,0
2010-05-27,0.64,0.64,0.64,0.64,325
2010-05-28,0.64,0.64,0.64,0.64,117
2010-06-01,NA,NA,NA,0.64,0
2010-06-02,0.64,0.8,0.64,0.8,639
2010-06-03,0.8,0.8,0.8,0.8,375
2010-06-04,NA,NA,NA,0.8,0
2010-06-07,NA,NA,NA,0.8,0
2010-06-08,0.64,0.64,0.64,0.64,2500
2010-06-09,0.68,0.68,0.64,0.68,1750
2010-06-10,0.68,0.68,0.68,0.68,194
2010-06-11,NA,NA,NA,0.68,0
2010-06-14,0.68,0.68,0.68,0.68,225
2010-06-15,NA,NA,NA,0.68,0
2010-06-16,NA,NA,NA,0.68,0
2010-06-17,0.8,0.8,0.8,0.8,25
2010-06-18,NA,NA,NA,0.8,0
2010-06-21,NA,NA,NA,0.8,0
2010-06-22,0.8,0.8,0.8,0.8,100
2010-06-23,0.68,0.68,0.68,0.68,625
2010-06-24,0.4,0.4,0.4,0.4,833
2010-06-25,NA,NA,NA,0.4,0
2010-06-28,NA,NA,NA,0.4,0
2010-06-29,0.8,0.8,0.8,0.8,250
2010-06-30,NA,NA,NA,0.8,0
2010-07-01,NA,NA,NA,0.8,0
2010-07-02,NA,NA,NA,0.8,0
2010-07-06,NA,NA,NA,0.8,0
2010-07-07,0.48,0.48,0.48,0.48,417
2010-07-08,NA,NA,NA,0.48,0
2010-07-09,NA,NA,NA,0.48,0
2010-07-12,NA,NA,NA,0.48,0
2010-07-13,NA,NA,NA,0.48,0
2010-07-14,NA,NA,NA,0.48,0
2010-07-15,NA,NA,NA,0.48,0
2010-07-16,NA,NA,NA,0.48,0
2010-07-19,NA,NA,NA,0.48,0
2010-07-20,NA,NA,NA,0.48,0
2010-07-21,0.48,0.6,0.4,0.6,2750
2010-07-22,NA,NA,NA,0.6,0
2010-07-23,NA,NA,NA,0.6,0
2010-07-26,NA,NA,NA,0.6,0
2010-07-27,NA,NA,NA,0.6,0
2010-07-28,NA,NA,NA,0.6,0
2010-07-29,NA,NA,NA,0.6,0
2010-07-30,0.4,0.4,0.4,0.4,250
2010-08-02,0.6,0.6,0.48,0.48,400
2010-08-03,NA,NA,NA,0.48,0
2010-08-04,NA,NA,NA,0.48,0
2010-08-05,NA,NA,NA,0.48,0
2010-08-06,NA,NA,NA,0.48,0
2010-08-09,NA,NA,NA,0.48,0
2010-08-10,NA,NA,NA,0.48,0
2010-08-11,0.6,0.6,0.6,0.6,500
2010-08-12,NA,NA,NA,0.6,0
2010-08-13,NA,NA,NA,0.6,0
2010-08-16,NA,NA,NA,0.6,0
2010-08-17,NA,NA,NA,0.6,0
2010-08-18,NA,NA,NA,0.6,0
2010-08-19,0.48,0.48,0.48,0.48,146
2010-08-20,0.6,0.6,0.6,0.6,500
2010-08-23,NA,NA,NA,0.6,0
2010-08-24,NA,NA,NA,0.6,0
2010-08-26,NA,NA,NA,0.6,0
2010-08-27,NA,NA,NA,0.6,0
2010-08-30,NA,NA,NA,0.6,0
2010-08-31,0.44,0.44,0.44,0.44,359
2010-09-01,NA,NA,NA,0.44,0
2010-09-02,NA,NA,NA,0.44,0
2010-09-07,NA,NA,NA,0.44,0
2010-09-08,NA,NA,NA,0.44,0
2010-09-09,0.48,0.48,0.48,0.48,400
2010-09-10,NA,NA,NA,0.48,0
2010-09-14,0.8,0.8,0.8,0.8,458
2010-09-15,0.8,0.8,0.8,0.8,500
2010-09-17,0.72,0.72,0.44,0.72,13549
2010-09-21,0.8,0.8,0.8,0.8,100
2010-09-22,0.8,0.8,0.8,0.8,125
2010-09-23,0.72,0.88,0.72,0.88,131
2010-09-24,0.92,0.92,0.8,0.8,2332
2010-09-27,0.68,0.68,0.48,0.48,500
2010-09-28,0.8,0.8,0.8,0.8,50
2010-09-29,0.64,0.76,0.64,0.76,150
2010-10-01,0.76,0.76,0.76,0.76,25
2010-10-05,0.76,0.76,0.76,0.76,375
2010-10-07,0.76,0.8,0.76,0.8,750
2010-10-11,0.6,0.6,0.6,0.6,42
2010-10-14,0.76,0.76,0.76,0.76,3125
2010-10-15,0.88,1,0.88,1,2500
2010-10-18,0.8,0.8,0.8,0.8,125
2010-10-21,0.72,0.8,0.72,0.8,492
2010-10-25,0.96,0.96,0.96,0.96,1350
2010-10-27,0.88,0.88,0.88,0.88,3825
2010-10-28,0.88,0.88,0.88,0.88,1625
2010-10-29,0.96,0.96,0.96,0.96,2521
2010-11-01,1,1,1,1,500
2010-11-04,1,1.2,0.8,0.8,5796
2010-11-05,1,1,1,1,50
2010-11-08,1,1.12,1,1.12,445
2010-11-09,1,1,1,1,250
2010-11-10,1,1,0.96,0.96,970
2010-11-12,0.96,1,0.96,1,1050
2010-11-15,1,1,1,1,900
2010-11-16,0.92,0.92,0.92,0.92,162
2010-11-18,1,1,1,1,88
2010-11-19,0.8,0.8,0.8,0.8,2225
2010-11-24,0.84,0.84,0.8,0.8,2650
2010-11-26,0.8,0.8,0.8,0.8,2735
2010-11-29,1,1,1,1,7
2010-11-30,1,1,1,1,500
2010-12-02,0.84,0.84,0.84,0.84,915
2010-12-03,0.64,0.64,0.64,0.64,625
2010-12-14,0.84,0.84,0.72,0.72,1757
2010-12-15,0.8,0.8,0.8,0.8,931
2010-12-17,0.8,0.8,0.8,0.8,415
2010-12-22,0.66,0.66,0.5,0.5,2375
2010-12-23,0.6,0.8,0.6,0.8,4229
2010-12-27,0.64,0.64,0.64,0.64,100
2010-12-29,0.8,0.8,0.8,0.8,235
2010-12-30,0.8,0.8,0.6,0.8,12812
2010-12-31,0.8,0.8,0.8,0.8,1748
2011-01-03,0.8,0.8,0.8,0.8,11750
2011-01-04,0.8,0.8,0.8,0.8,512
2011-01-05,0.96,1.08,0.96,1.08,200
2011-01-07,1.08,1.08,1.08,1.08,375
2011-01-11,1.08,1.08,1.08,1.08,18
2011-01-13,0.96,0.96,0.96,0.96,665
2011-01-14,1,1.2,0.96,1.2,1766
2011-01-18,1.2,1.2,1.2,1.2,625
2011-01-19,1,1,1,1,2000
2011-01-20,0.96,0.96,0.84,0.84,1098
2011-01-24,0.92,0.92,0.92,0.92,4167
2011-01-25,0.92,1.2,0.8,0.8,2750
2011-01-27,0.92,0.92,0.72,0.72,12025
2011-01-28,0.72,1,0.72,1,1625
2011-02-01,0.92,0.92,0.92,0.92,625
2011-02-02,0.8,0.8,0.8,0.8,125
2011-02-03,0.8,0.8,0.8,0.8,500
2011-02-04,0.8,0.8,0.8,0.8,288
2011-02-11,0.8,0.8,0.8,0.8,2088
2011-02-14,0.8,0.8,0.6,0.6,4912
2011-02-15,0.8,0.8,0.46,0.6,15278
2011-02-16,0.6,0.6,0.6,0.6,11000
2011-02-22,0.8,0.8,0.8,0.8,500
2011-02-23,0.8,0.8,0.8,0.8,750
2011-03-07,0.8,0.8,0.8,0.8,500
2011-03-09,0.48,0.48,0.48,0.48,545
2011-03-14,0.8,0.8,0.8,0.8,252
2011-03-18,0.4,0.8,0.4,0.8,478
2011-03-21,0.72,0.8,0.48,0.8,2626
2011-03-24,0.8,0.8,0.8,0.8,112
2011-03-25,0.49,0.49,0.49,0.49,251
2011-03-28,0.49,0.49,0.49,0.49,8350
2011-04-04,0.5,0.6,0.5,0.6,5000
2011-04-05,0.61,0.61,0.5,0.5,3750
2011-04-11,0.52,0.8,0.52,0.8,4274
2011-04-13,0.6,0.6,0.6,0.6,112
2011-04-18,0.8,0.8,0.8,0.8,112
2011-04-19,0.8,0.8,0.68,0.68,11562
2011-04-20,0.7,0.73,0.7,0.73,15000
2011-04-21,0.7,0.8,0.7,0.8,1500
2011-04-25,0.96,0.96,0.96,0.96,250
2011-04-26,0.92,1,0.92,1,2775
2011-04-28,1,1,1,1,195
2011-04-29,1,1,1,1,98
2011-05-02,1,1,0.8,0.8,1825
2011-05-05,0.8,0.8,0.8,0.8,432
2011-05-09,0.8,1,0.8,1,750
2011-05-10,1,1,0.88,0.88,208
2011-05-11,0.88,0.88,0.76,0.88,1948
2011-05-12,0.72,0.72,0.72,0.72,30
2011-05-13,0.76,0.76,0.76,0.76,1250
2011-05-25,0.88,0.88,0.8,0.8,1750
2011-05-26,0.8,0.8,0.8,0.8,875
2011-05-31,0.72,0.72,0.6,0.6,320
2011-06-01,0.72,0.72,0.72,0.72,643
2011-06-03,0.68,0.72,0.64,0.72,742
2011-06-06,0.72,0.72,0.64,0.64,1530
2011-06-07,0.64,0.64,0.64,0.64,12
2011-06-08,0.72,0.72,0.72,0.72,2098
2011-06-15,0.64,0.64,0.64,0.64,122
2011-06-22,0.64,0.64,0.64,0.64,138
2011-07-07,0.64,0.64,0.6,0.6,250
2011-07-08,0.6,0.6,0.6,0.6,30
2011-07-13,0.72,0.72,0.72,0.72,375
2011-07-14,0.72,0.72,0.72,0.72,1988
2011-07-15,0.8,0.8,0.8,0.8,125
2011-07-18,0.8,0.8,0.8,0.8,125
2011-07-20,0.8,0.8,0.8,0.8,25
2011-07-21,0.6,0.8,0.6,0.8,2748
2011-07-22,0.8,0.8,0.5,0.8,2438
2011-07-27,0.49,0.49,0.4,0.4,675
2011-07-28,0.56,0.56,0.56,0.56,675
2011-08-01,0.4,0.4,0.4,0.4,50
2011-08-02,0.6,0.8,0.6,0.8,575
2011-08-04,0.5,0.5,0.5,0.5,40
2011-08-08,0.5,0.5,0.5,0.5,20
2011-08-09,0.5,0.6,0.5,0.6,1125
2011-08-10,0.8,0.8,0.52,0.52,525
2011-08-15,0.72,0.84,0.72,0.8,3362
2011-08-17,0.8,0.8,0.8,0.8,962
2011-08-18,0.84,0.84,0.84,0.84,3575
2011-08-19,0.84,0.84,0.84,0.84,100
2011-08-22,0.88,0.88,0.88,0.88,3125
2011-08-24,0.8,0.8,0.8,0.8,4800
2011-08-25,0.8,0.8,0.8,0.8,250
2011-08-26,0.8,0.8,0.8,0.8,500
2011-08-29,0.8,0.8,0.8,0.8,9388
2011-09-01,0.8,0.8,0.8,0.8,1125
2011-09-06,0.8,0.8,0.8,0.8,125
2011-09-07,0.96,1,0.96,1,1250
2011-09-08,0.96,0.96,0.76,0.76,1760
2011-09-09,0.76,0.76,0.76,0.76,28
2011-09-13,1,1,1,1,140
2011-09-14,1,1,0.96,0.96,2802
2011-09-22,0.8,0.8,0.56,0.56,1250
2011-09-29,0.55,0.64,0.55,0.64,395
2011-10-03,0.96,0.96,0.96,0.96,25
2011-10-06,0.56,0.64,0.55,0.64,1715
2011-10-07,0.88,0.88,0.41,0.41,650
2011-10-13,0.41,0.41,0.41,0.41,50
2011-10-19,0.64,0.64,0.64,0.64,325
2011-10-20,0.88,0.88,0.76,0.76,305
2011-10-24,0.64,0.68,0.64,0.68,5375
2011-10-25,0.88,0.88,0.64,0.64,635
2011-10-27,0.75,0.76,0.6,0.6,4000
2011-10-31,0.59,0.59,0.58,0.58,1250
2011-11-01,0.6,0.6,0.6,0.6,20
2011-11-02,0.84,0.84,0.84,0.84,1000
2011-11-03,0.84,0.84,0.84,0.84,1125
2011-11-04,0.8,0.96,0.8,0.96,9000
2011-11-07,1.08,1.08,1.06,1.06,300
2011-11-08,1.06,1.06,1.06,1.06,25
2011-11-09,1,1,1,1,1125
2011-11-14,0.84,1.06,0.84,1.06,378
2011-11-15,1,1.06,0.84,1.06,22490
2011-11-16,1.06,1.18,1.04,1.1,7965
2011-11-17,1,1,1,1,5500
2011-11-18,1,1,1,1,250
2011-11-21,1.04,1.04,1.04,1.04,1472
2011-11-22,1.04,1.04,1.04,1.04,2500
2011-11-25,1.04,1.04,1.04,1.04,32
2011-11-29,0.96,0.96,0.8,0.84,625
2011-11-30,0.92,1,0.92,1,375
2011-12-01,1.16,1.16,0.84,0.84,1350
2011-12-02,0.84,0.84,0.84,0.84,250
2011-12-05,0.7,0.7,0.7,0.7,2500
2011-12-06,0.72,0.8,0.7,0.8,1650
2011-12-08,0.8,0.8,0.64,0.64,188
2011-12-14,1,1,0.92,0.92,2575
2011-12-16,1,1,1,1,500
2011-12-19,1,1,1,1,2
2011-12-21,0.8,0.8,0.8,0.8,209
2011-12-23,0.8,0.8,0.76,0.76,2645
2012-01-05,0.84,0.84,0.84,0.84,8
2012-01-06,1,1,1,1,4000
2012-01-09,1.16,1.16,1.16,1.16,1000
2012-01-10,1.08,1.08,1.08,1.08,2500
2012-01-11,1.2,1.2,1.2,1.2,2125
2012-01-13,1.6,1.6,1.6,1.6,648
2012-01-17,1.76,1.76,1.68,1.72,3102
2012-01-18,1.68,1.68,1.6,1.6,5155
2012-01-19,1.6,1.6,1.5,1.5,5318
2012-01-20,1.52,1.52,1.2,1.2,2500
2012-01-23,1.2,1.4,1.2,1.4,300
2012-01-24,1.2,1.4,1.2,1.4,1414
2012-01-25,1.4,1.4,1.4,1.4,125
2012-01-27,1.2,1.4,1.2,1.4,625
2012-01-30,1.4,1.4,1.4,1.4,250
2012-02-01,1.6,1.6,1.6,1.6,250
2012-02-02,1.2,1.2,1.2,1.2,10
2012-02-03,1.28,1.28,1.28,1.28,175
2012-02-07,1.6,1.6,1.6,1.6,1250
2012-02-10,1.56,1.56,1.56,1.56,375
2012-02-13,1.56,1.56,1.56,1.56,312
2012-02-14,1.36,1.36,1.36,1.36,525
2012-02-17,1.24,1.4,1.24,1.24,405
2012-02-21,1.4,1.42,1.4,1.42,40235
2012-02-23,1.28,1.28,1.28,1.28,150
2012-02-24,1.3,1.3,1.3,1.3,1250
2012-02-29,1.6,1.6,1.6,1.6,188
2012-03-01,1.3,1.6,1.3,1.6,2600
2012-03-02,1.6,1.6,1.4,1.4,362
2012-03-06,1.24,1.24,1.24,1.24,418
2012-03-07,1.4,1.4,1.24,1.24,1128
2012-03-08,1.24,1.24,1.24,1.24,38
2012-03-09,1.24,1.24,1.2,1.2,5610
2012-03-14,1.2,1.2,1.2,1.2,2500
2012-03-15,1.2,1.2,1.2,1.2,1250
2012-03-16,1.2,1.2,1.2,1.2,1499
2012-03-20,1.36,1.4,1.36,1.4,12500
2012-03-21,1.4,1.4,1.4,1.4,1250
2012-03-23,1.4,1.4,1.4,1.4,1250
2012-03-26,1.08,1.08,1.08,1.08,125
2012-03-29,1.08,1.4,1,1,4225
2012-04-02,0.79,1,0.68,1,750
2012-04-03,1,1,1,1,125
2012-04-09,1,1,1,1,3438
2012-04-10,1,1.04,1,1,4500
2012-04-12,1.08,1.08,1.08,1.08,2500
2012-04-13,1,1.2,1,1.2,18775
2012-04-16,1.52,1.52,1.52,1.52,25
2012-04-17,1.2,1.2,1,1,1325
2012-04-18,0.84,1,0.84,1,150
2012-04-19,1,1,1,1,1250
2012-04-20,1.08,1.08,1,1,1250
2012-04-23,1.08,1.1,1,1.1,2625
2012-04-24,1.18,1.18,1.18,1.18,300
2012-04-25,1.18,1.18,1.18,1.18,1000
2012-05-01,1.1,1.1,1.1,1.1,1175
2012-05-03,0.86,0.86,0.82,0.82,625
2012-05-08,0.8,0.8,0.66,0.8,2625
2012-05-10,1,1,1,1,250
2012-05-15,0.84,0.84,0.66,0.66,2500
2012-05-16,0.8,0.8,0.8,0.8,1250
2012-05-17,1,1,1,1,250
2012-05-18,1.4,1.4,1.4,1.4,1250
2012-05-21,1.5,1.5,1.4,1.4,632
2012-05-22,1.1,1.1,0.8,0.8,1688
2012-06-04,0.84,1.1,0.84,1.1,29642
2012-06-11,1.12,1.12,1.12,1.12,250
2012-06-13,1.2,1.32,1.16,1.32,9115
2012-06-14,1.36,1.36,1.36,1.36,1150
2012-06-15,1.36,1.4,1.36,1.4,2500
2012-06-18,1.4,1.4,1.4,1.4,1500
2012-06-19,1.34,1.34,1.34,1.34,202
2012-06-20,1.4,1.4,1.4,1.4,1625
2012-06-21,1.32,1.32,1.32,1.32,250
2012-06-22,1.32,1.32,1.32,1.32,125
2012-06-25,1.4,1.4,1.4,1.4,230
2012-06-26,1.6,1.6,1.4,1.4,2323
2012-06-28,1.6,1.6,1.4,1.4,750
2012-06-29,1.4,1.4,1.4,1.4,500
2012-07-06,1.28,1.8,1.28,1.8,2250
2012-07-09,1.4,1.4,1.4,1.4,1550
2012-07-10,1.4,1.4,1.4,1.4,2950
2012-07-11,1.16,1.16,1.16,1.16,50
2012-07-25,1.4,1.4,1.4,1.4,875
2012-07-26,1.4,1.4,1.4,1.4,625
2012-07-27,1.6,1.68,1.6,1.68,1000
2012-07-31,1.6,1.6,1.32,1.32,1355
2012-08-03,1.24,1.24,0.8,1.2,2125
2012-08-06,0.88,0.88,0.88,0.88,170
2012-08-08,1,1,1,1,850
2012-08-09,1,1,1,1,2500
2012-08-10,1.2,1.2,1.2,1.2,125
2012-08-15,1,1,1,1,1400
2012-08-16,1,1.2,1,1.12,3000
2012-08-17,1,1.2,1,1.2,188
2012-08-23,1.04,1.04,1.04,1.04,900
2012-08-24,1.2,1.2,1.14,1.14,5175
2012-08-31,1.2,1.2,1.2,1.2,125
2012-09-12,1.6,1.6,1.6,1.6,125
2012-09-27,1.2,1.2,1.2,1.2,25
2012-10-03,1.2,1.2,1.2,1.2,175
2012-10-04,1,1,1,1,475
2012-10-09,1,1,1,1,250
2012-10-10,0.96,0.96,0.96,0.96,375
2012-10-12,0.96,0.96,0.96,0.96,350
2012-10-15,0.96,0.96,0.96,0.96,4167
2012-10-23,1.08,1.08,1.08,1.08,250
2012-10-31,0.98,0.98,0.98,0.98,400
2012-11-05,0.98,0.98,0.96,0.96,4182
2012-11-12,1.52,1.52,1.52,1.52,188
2012-11-27,0.48,0.48,0.48,0.48,50
2012-12-03,0.2,1.08,0.2,1.08,85
2012-12-07,1.08,1.08,1.08,1.08,69
2012-12-10,1.32,1.32,1.2,1.2,6571
2012-12-18,1.16,1.16,1.16,1.16,994
2012-12-19,0.8,0.8,0.8,0.8,25
2012-12-24,0.8,0.8,0.8,0.8,162
